EMPLID,EMPL_RCD,EFFDT,EFFSEQ,PER_ORG,DEPTID,JOBCODE,POSITION_NBR,SUPERVISOR_ID,HR_STATUS,APPT_TYPE,MAIN_APPT_NUM_JPN,POSITION_OVERRIDE,POSN_CHANGE_RECORD,EMPL_STATUS,ACTION,ACTION_DT,ACTION_REASON,LOCATION,TAX_LOCATION_CD,JOB_ENTRY_DT,DEPT_ENTRY_DT,POSITION_ENTRY_DT,SHIFT,REG_TEMP,FULL_PART_TIME,COMPANY,PAYGROUP,BAS_GROUP_ID,ELIG_CONFIG1,ELIG_CONFIG2,ELIG_CONFIG3,ELIG_CONFIG4,ELIG_CONFIG5,ELIG_CONFIG6,ELIG_CONFIG7,ELIG_CONFIG8,ELIG_CONFIG9,BEN_STATUS,BAS_ACTION,COBRA_ACTION,EMPL_TYPE,HOLIDAY_SCHEDULE,STD_HOURS,STD_HRS_FREQUENCY,OFFICER_CD,EMPL_CLASS,SAL_ADMIN_PLAN,GRADE,GRADE_ENTRY_DT,STEP,STEP_ENTRY_DT,GL_PAY_TYPE,ACCT_CD,EARNS_DIST_TYPE,COMP_FREQUENCY,COMPRATE,CHANGE_AMT,CHANGE_PCT,ANNUAL_RT,MONTHLY_RT,DAILY_RT,HOURLY_RT,ANNL_BENEF_BASE_RT,SHIFT_RT,SHIFT_FACTOR,CURRENCY_CD,BUSINESS_UNIT,SETID_DEPT,SETID_JOBCODE,SETID_LOCATION,SETID_SALARY,SETID_EMPL_CLASS,REG_REGION,DIRECTLY_TIPPED,FLSA_STATUS,EEO_CLASS,FUNCTION_CD,TARIFF_GER,TARIFF_AREA_GER,PERFORM_GROUP_GER,LABOR_TYPE_GER,SPK_COMM_ID_GER,HOURLY_RT_FRA,ACCDNT_CD_FRA,VALUE_1_FRA,VALUE_2_FRA,VALUE_3_FRA,VALUE_4_FRA,VALUE_5_FRA,CTG_RATE,PAID_HOURS,PAID_FTE,PAID_HRS_FREQUENCY,UNION_FULL_PART,UNION_POS,MATRICULA_NBR,SOC_SEC_RISK_CODE,UNION_FEE_AMOUNT,UNION_FEE_START_DT,UNION_FEE_END_DT,EXEMPT_JOB_LBR,EXEMPT_HOURS_MONTH,WRKS_CNCL_FUNCTION,INTERCTR_WRKS_CNCL,CURRENCY_CD1,PAY_UNION_FEE,UNION_CD,BARG_UNIT,UNION_SENIORITY_DT,ENTRY_DATE,LABOR_AGREEMENT,EMPL_CTG,EMPL_CTG_L1,EMPL_CTG_L2,SETID_LBR_AGRMNT,WPP_STOP_FLAG,LABOR_FACILITY_ID,LBR_FAC_ENTRY_DT,LAYOFF_EXEMPT_FLAG,LAYOFF_EXEMPT_RSN,GP_PAYGROUP,GP_DFLT_ELIG_GRP,GP_ELIG_GRP,GP_DFLT_CURRTTYP,CUR_RT_TYPE,GP_DFLT_EXRTDT,GP_ASOF_DT_EXG_RT,ADDS_TO_FTE_ACTUAL,CLASS_INDC,ENCUMB_OVERRIDE,FICA_STATUS_EE,FTE,PRORATE_CNT_AMT,PAY_SYSTEM_FLG,BORDER_WALKER,LUMP_SUM_PAY,CONTRACT_NUM,JOB_INDICATOR,WRKS_CNCL_ROLE_CHE,BENEFIT_SYSTEM,WORK_DAY_HOURS,REPORTS_TO,FORCE_PUBLISH,JOB_DATA_SRC_CD,ESTABID,SUPV_LVL_ID,SETID_SUPV_LVL,ABSENCE_SYSTEM_CD,POI_TYPE,HIRE_DT,LAST_HIRE_DT,TERMINATION_DT,ASGN_START_DT,LST_ASGN_START_DT,ASGN_END_DT,LDW_OVR,LAST_DATE_WORKED,EXPECTED_RETURN_DT,EXPECTED_END_DATE,AUTO_END_FLG,LASTUPDDTTM,LASTUPDOPRID
KRE0001,0,1/3/2005,0,EMP,22000,110000, , ,A,0,0,N,N,A,HIR,10/2/2017,NPS,KRE SP, ,1/3/2005,1/3/2005,,N,R,F,KRE, , , , , , , , , , , ,A, , ,N,KRBRA,220,M,N,10, , ,,0,, , ,N,M,4455.35,0,0,53464.2,4455.35,205.632,20.251591,0,0,0,BRL,KR001,KRSI1,KRSI1,KRSI1, ,BRA,BRA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N,KR4, ,,, , , , , ,N, ,,N, ,KRE MEN1,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N,0001,P, ,OT,0, ,, ,KRE SP, , ,AM, ,1/3/2005,1/3/2005,,1/3/2005,1/3/2005,,N,,,,N,10/2/2017 10:56:54.000000 PM,SAMPLE
K0G011,1,1/1/2017,0,EMP,13120,140055, ,KUL702,A,0,1,N,N,A,HIR,2/7/2017, ,KUNY00, ,1/1/2017,1/1/2017,,N,R,F,GBI, , , , , , , , , , , ,A, , ,N,KU01,40,W,N, ,KU01,002,1/1/2017,0,, , ,N,M,4000,0,0,48000,4000,184.615,23.076923,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, ,K0PGB,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,S, ,OT,0, ,, ,KU001, , ,AM, ,1/1/2017,1/1/2017,,1/1/2017,1/1/2017,,N,,,,N,2/7/2017 10:17:33.000000 AM,SAMPLE
KRE0009,0,8/17/2015,0,EMP,22000,110000, ,KRE0008,A,0,0,N,N,A,HIR,10/4/2017,TRN,KRE RJ, ,8/17/2015,8/17/2015,,N,R,F,KRE, , , , , , , , , , , ,A, , ,N,KRBRA,180,M,N,199, , ,,0,, , ,N,M,1695.32,0,0,20343.84,1695.32,56.511,9.418444,0,0,0,BRL,KR001,KRSI1,KRSI1,KRSI1, ,BRA,BRA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N,KR4, ,,, , , , , ,N, ,,N, ,KRE MEN1,N,KR ESTAG,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, ,KRE RJ, , ,AM, ,8/17/2015,8/17/2015,,8/17/2015,8/17/2015,,N,,,,N,10/4/2017 6:40:59.000000 PM,SAMPLE
KRE0041,0,7/1/2014,0,EMP,27000,110000, , ,A,0,0,N,N,A,HIR,10/30/2017,NPS,KRE RJ, ,7/1/2014,7/1/2014,,N,R,F,KRE, , , , , , , , , , , ,A, , ,N,KRBRA,220,M,N,10, , ,,0,, , ,N,M,6890.45,0,0,82685.4,6890.45,318.021,31.320227,0,0,0,BRL,KR001,KRSI1,KRSI1,KRSI1, ,BRA,BRA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N,KR4, ,,, , , , , ,N, ,,N, ,KRE MEN1,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N,0001,P, ,OT,0, ,, ,KRE RJ, , ,AM, ,7/1/2014,7/1/2014,,7/1/2014,7/1/2014,,N,,,,N,10/30/2017 10:52:17.000000 AM,SAMPLE
KA0031,0,12/1/2018,0,EMP,10000,160000, ,KA0009,A,0,0,N,N,A,PAY,12/1/2018,PRO,KANSW1, ,6/1/2016,6/1/2016,,N,R,F,KAB, , , , , , , , , , , ,A, , ,N,KU01,38,W,N, ,KATL,001,6/1/2016,1,6/1/2016, , ,N,M,5000,333.333333,7.143,60000,5000,230.769,30.364372,0,0,0,AUD,AUS01,AUS01,AUS01,AUS01,AUS01, ,AUS,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KAMONTHLY,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,,000, , , ,AM, ,6/1/2016,6/1/2016,,6/1/2016,6/1/2016,,N,,,,N,12/1/2018 6:15:56.000000 AM,SAMPLE
K0G018,0,3/1/2017,0,EMP,25000,770045, , ,I,0,0,N,N,T,TER,3/3/2017, ,KUKY00, ,8/7/2000,8/7/2000,,N,R,F,GBI, , , , , , , , , , , ,T, , ,N, ,40,W,N, ,KU01,006,8/7/2000,1,8/7/2000, , ,N,M,10453.5,0,0,125442,10453.5,482.469,60.308654,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, ,K0PGB,Y, ,Y, ,Y, ,N,C,N, ,1,N,GP,N,N, ,P, ,OT,0, ,,000,KU001, , ,AM, ,8/7/2000,8/7/2000,2/28/2017,8/7/2000,8/7/2000,2/28/2017,N,2/28/2017,,,N,3/3/2017 6:11:57.000000 PM,SAMPLE
KRE0020,0,3/2/2015,0,EMP,25000,140030, , ,A,0,0,N,N,A,HIR,10/4/2017,NPS,KRE RS, ,3/2/2015,3/2/2015,,N,R,F,KRE, , , , , , , , , , , ,A, , ,N,KRBRA,220,M,N,10, , ,,0,, , ,N,M,3720.13,0,0,44641.56,3720.13,124.004,16.909682,0,0,0,BRL,KR001,KRSI1,KRSI1,KRSI1, ,BRA,BRA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N,KR3, ,,, , , , , ,N, ,,N, ,KRE MEN2,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N,0001,P, ,OT,0, ,, ,KRE RS, , ,AM, ,3/2/2015,3/2/2015,,3/2/2015,3/2/2015,,N,,,,N,10/4/2017 7:36:08.000000 PM,SAMPLE
KRE0006,0,1/21/2005,0,EMP,22000,570000, , ,A,0,0,N,N,A,HIR,10/3/2017,NPS,KRE RS, ,1/21/2005,1/21/2005,,N,R,F,KRE, , , , , , , , , , , ,A, , ,N,KRBRA,110,M,N,10, , ,,0,, , ,N,M,2420.28,0,0,29043.36,2420.28,111.705,22.002545,0,0,0,BRL,KR001,KRSI1,KRSI1,KRSI1, ,BRA,BRA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N,KR6, ,,, , , , , ,N, ,,N, ,KRE MEN2,Y, ,Y, ,Y, ,N,C,N,N,0.63,N,GP,N,N,0001,P, ,OT,0, ,, ,KRE RS, , ,AM, ,1/21/2005,1/21/2005,,1/21/2005,1/21/2005,,N,,,,N,10/3/2017 9:56:35.000000 PM,SAMPLE
KGG210,0,6/1/2017,0,EMP,10000,170035, , ,A,0,0,N,N,A,HIR,6/6/2017, ,KG01, ,6/1/2017,6/1/2017,,N,R,F,KG1, , , , , , , , , , , ,A, , ,N, ,40,W,N, , , ,,0,, , ,N,M,4500,0,0,54000,4500,207.692,25.961538,0,0,0,GBP,GBR02,GBR01,GBR01,GBR01, , ,GBREN,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,GBP,N, , ,,, , , , , ,N, ,,N, ,KGPGMONTH1,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,6/1/2017,6/1/2017,,6/1/2017,6/1/2017,,N,,,,N,2/28/2018 8:12:01.000000 AM,SAMPLE
KY0016,0,2/4/2019,0,EMP,10000,730000, ,GY0002,A,0,0,N,N,A,DTA,1/31/2019,CDP,KYGRO, ,1/1/1990,2/4/2019,,N,T,F,KYM, , , , , , , , , , , ,A, , ,N, ,8,DMX30,N, , , ,,0,, , ,N,H,17.916667,0,0,51600.001,4300,143.333,17.916667,0,0,0,MXN,KY001,KYSI1,KYSI1,KYSI1, , ,MEX,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,MEX,N, ,,N, ,KY SEM,Y, ,Y, ,Y, ,N,C,N,N,1.38,N,GP,N,N, ,P, ,OT,0, ,,000,KY00000000A, , ,AM, ,1/1/1990,1/1/1990,,1/1/1990,1/1/1990,,N,,,,N,1/31/2019 6:04:00.000000 PM,SAMPLE
KY0019,0,2/13/2019,0,EMP,43000,730000, , ,A,0,0,N,N,A,PAY,1/31/2019,PRO,KYSON, ,1/1/2001,1/1/2001,,N,T,F,KYF, , , , , , , , , , , ,A, , ,N, ,8,DMX30,N, , , ,,0,, , ,N,H,31.25,10.416667,50,90000,7500,250,31.25,0,0,0,MXN,KY001,KYSI1,KYSI1,KYSI1, , ,MEX,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,MEX,N, ,,N, ,KY SEM,Y, ,Y, ,Y, ,N,C,N,N,1.38,N,GP,N,N, ,P, ,OT,0, ,,000,KY00000000B, , ,AM, ,1/1/2001,1/1/2001,,1/1/2001,1/1/2001,,N,,,,N,1/31/2019 6:05:44.000000 PM,SAMPLE
L00020,0,3/15/1998,11,EMP,105000,820030,L0000007, ,A,0,0,N,N,A,HIR,6/4/2000,NPS,L00001,L00001,3/15/1998,3/15/1998,3/15/1998,N,R,F,DC,LBS, , , , , , , , , , ,A, , ,S,LFHS,40,W,N, ,0000,13,3/15/1998,1,3/15/1998, , ,N,A,55785.6,0,0,55785.6,4648.8,0,26.82,55969,0,0,USD,FEDBT,LTELE,SHARE,SHARE, , ,USA,N,E,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA, ,N, ,P, ,BN,0,L0000002,, , , , ,OT, ,3/15/1998,3/15/1998,,3/15/1998,3/15/1998,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
L00020,0,1/31/1999,11,EMP,105000,820030,L0000007, ,I,0,0,N,N,T,TER,6/6/2000,RET,L00001,L00001,3/15/1998,1/31/1999,3/15/1998,N,R,F,DC,LBS, , , , , , , , , , ,T, , ,S,LFHS,40,W,N, ,0000,13,3/15/1998,1,3/15/1998, , ,N,A,57824,0,0,57824,4818.67,0,27.8,58027,0,0,USD,FEDBT,LTELE,SHARE,SHARE, , ,USA,N,E,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA, ,N, ,P, ,BN,0,L0000002,, , , , ,OT, ,3/15/1998,3/15/1998,1/30/1999,3/15/1998,3/15/1998,1/30/1999,N,1/30/1999,,,N,5/5/2004 12:00:00.000000 AM, 
L00021,0,1/4/1999,11,EMP,21300,820040,L0000012, ,A,0,0,N,N,A,HIR,10/27/2000,NPS,L00001,L00001,1/4/1999,1/4/1999,1/4/1999,N,R,F,DC,LBS,LFG, , , , , , , , , ,A,HIR, ,S,LFHS,40,W,N, ,0000,12,1/4/1999,1,1/4/1999, , ,N,A,48630.4,0,0,48630.4,4052.53,0,23.38,48796,0,0,USD,FEDBE,LECOM,SHARE,SHARE, , ,USA,N,E,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA, ,N, ,P, ,BA,0,L0000017,, , , , ,OT, ,1/4/1999,1/4/1999,,1/4/1999,1/4/1999,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
L00021,0,4/1/1999,11,EMP,21300,820040,L0000012, ,I,0,0,N,N,T,TER,10/27/2000,FAM,L00001,L00001,1/4/1999,4/1/1999,1/4/1999,N,R,F,DC,LBS, , , , , , , , , , ,T,TER, ,S,LFHS,40,W,N, ,0000,12,1/4/1999,1,1/4/1999, , ,N,A,48630.4,0,0,48630.4,4052.53,0,23.38,48796,0,0,USD,FEDBE,LECOM,SHARE,SHARE, , ,USA,N,E,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA, ,N, ,P, ,BA,0,L0000017,, , , , ,OT, ,1/4/1999,1/4/1999,3/31/1999,1/4/1999,1/4/1999,3/31/1999,N,3/31/1999,,,N,5/5/2004 12:00:00.000000 AM, 
L00023,0,4/12/1998,11,EMP,12000,850005,L0000036, ,A,0,0,N,N,A,HIR,7/25/2000,NPS,L00001,L00001,4/12/1998,4/12/1998,4/12/1998,N,R,F,DC,LBS, , , , , , , , , , ,A, , ,S,LFHS,40,W,N, ,0000,13,4/12/1998,1,4/12/1998, , ,N,A,55785.6,0,0,55785.6,4648.8,0,26.82,55969,0,0,USD,FEDBT,LTELE,SHARE,SHARE, , ,USA,N,E,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA, ,N, ,P, ,BN,0,L0000013,, , , , ,OT, ,4/12/1998,4/12/1998,,4/12/1998,4/12/1998,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
L00023,0,4/3/1999,11,EMP,12000,850005,L0000036, ,I,0,0,N,N,T,TER,7/25/2000,PER,L00001,L00001,4/12/1998,4/3/1999,4/12/1998,N,R,F,DC,LBS, , , , , , , , , , ,T, , ,S,LFHS,40,W,N, ,0000,13,4/12/1998,1,4/12/1998, , ,N,A,57824,0,0,57824,4818.67,0,27.8,58027,0,0,USD,FEDBT,LTELE,SHARE,SHARE, , ,USA,N,E,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA, ,N, ,P, ,BN,0,L0000013,, , , , ,OT, ,4/12/1998,4/12/1998,4/2/1999,4/12/1998,4/12/1998,4/2/1999,N,4/2/1999,,,N,5/5/2004 12:00:00.000000 AM, 
L00027,0,9/14/1998,11,EMP,L1100,600170,L0000051, ,A,0,0,N,N,A,HIR,7/25/2000,NPS,L00001,L00001,9/14/1998,9/14/1998,9/14/1998,N,R,F,DC,LMS,LFG, , , , , , , , , ,A,HIR, ,S,LFHS,40,W,N, ,0000,12,9/14/1998,1,9/14/1998, , ,N,A,46904,0,0,46904,3908.67,0,22.55,47066,0,0,USD,FEDBT,LTELE,SHARE,SHARE, , ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA, ,N, ,P, ,BA,0,L0000002,, , , , ,OT, ,9/14/1998,9/14/1998,,9/14/1998,9/14/1998,,N,,,1/1/1900,N,5/5/2004 12:00:00.000000 AM, 
L00028,0,10/12/1998,11,EMP,105000,290075,L0000052, ,A,0,0,N,N,A,HIR,7/24/2000,NPS,L00001,L00001,10/12/1998,10/12/1998,10/12/1998,N,R,F,DC,LBH,LFG, , , , , , , , , ,A,HIR, ,H,LFHS,40,W,N, ,0000,09,10/12/1998,1,10/12/1998, , ,N,A,32344,0,0,32344,2695.33,0,15.55,32457,0,0,USD,FEDBT,LTELE,SHARE,SHARE, , ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA, ,N, ,P, ,BA,0,L0000051,, , , , ,OT, ,10/12/1998,10/12/1998,,10/12/1998,10/12/1998,,N,,,,N,5/5/2004 12:00:00.000000 AM,SMPLFED
L00028,0,1/11/2004,11,EMP,105000,290075,L0000052, ,A,0,0,N,N,A,PAY,10/4/2004,ADJ,L00001,L00001,10/12/1998,10/12/1998,10/12/1998,N,R,F,DC,LBH,LFG, , , , , , , , , ,A,PAY, ,H,LFHS,40,W,N, ,0000,09,10/12/1998,1,10/12/1998, , ,N,A,0,-32344,-100,0,0,0,0,41815,0,0,USD,FEDBT,LTELE,SHARE,SHARE,FEDBT, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0,L0000051,, , , , ,OT, ,10/12/1998,10/12/1998,,10/12/1998,10/12/1998,,N,,,,N,5/5/2004 12:00:00.000000 AM,SMPLFED
L00028,0,1/1/2009,11,EMP,105000,290075,L0000052, ,A,0,0,N,N,A,PAY,4/14/2009,OTH,L00001,L00001,10/12/1998,10/12/1998,1/1/2009,N,R,F,DC,LE2,LFG, , , , , , , , , ,A,PAY, ,H,LFHS,40,W,N, ,0000,09,1/1/2009,1,10/12/1998, , ,N,A,63835.2,0,0,63835.2,5319.6,245.52,30.69,64052.619,0,0,CAD,FEDBT,LTELE,SHARE,SHARE,FEDBT, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, ,8888,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0,L0000051,, , , , ,OT, ,10/12/1998,10/12/1998,,10/12/1998,10/12/1998,,N,,,,N,4/14/2009 10:52:07.000000 AM,SMPLFED
L00032,0,1/16/2000,11,EMP,21400,170070,L0000033, ,A,0,0,N,N,A,PAY,8/26/2001,ADJ,L00001,L00001,11/9/1998,11/9/1998,11/9/1998,N,R,F,DC,LBS, , , , , , , , , , ,A, , ,S,LFHS,40,W,N, ,0000,05,11/9/1998,1,11/9/1998, , ,N,A,22380.8,1040,4.873,22380.8,1865.067,86.08,10.76,22451,0,0,USD,FEDBE,LECOM,SHARE,SHARE, , ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,N, ,N,C,N,N,0,N,NA,N,N, ,P, ,BN,0,L0000012,, , , , ,OT, ,11/9/1998,11/9/1998,,11/9/1998,11/9/1998,,N,,,,N,5/5/2004 12:00:00.000000 AM,SMPLFED
L00032,0,1/11/2004,11,EMP,21400,170070,L0000033, ,A,0,0,N,N,A,PAY,10/4/2004,ADJ,L00001,L00001,11/9/1998,11/9/1998,11/9/1998,N,R,F,DC,LBS, , , , , , , , , , ,A, , ,S,LFHS,40,W,N, ,0000,05,11/9/1998,1,11/9/1998, , ,N,A,27526.8,5146,22.993,27526.8,2293.9,105.872,13.234038,27597,0,0,USD,FEDBE,LECOM,SHARE,SHARE,FEDBE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0,L0000012,, , , , ,OT, ,11/9/1998,11/9/1998,,11/9/1998,11/9/1998,,N,,,,N,5/5/2004 12:00:00.000000 AM,SMPLFED
L00032,0,1/1/2009,11,EMP,21400,170070,L0000033, ,A,0,0,N,N,A,PAY,4/14/2009,OTH,L00001,L00001,11/9/1998,11/9/1998,1/1/2009,N,R,F,DC,LE2, , , , , , , , , , ,A, , ,S,LFHS,40,W,N, ,0000,05,1/1/2009,2,9/6/2004, , ,N,A,34257.6,5844.8,20.571,34257.6,2854.8,131.76,16.47,34378,0,0,USD,FEDBE,LECOM,SHARE,SHARE,FEDBE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, ,8888,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0,L0000012,, , , , ,OT, ,11/9/1998,11/9/1998,,11/9/1998,11/9/1998,,N,,,,N,4/14/2009 10:34:07.000000 AM,SMPLFED
L00040,0,1/1/1980,11,EMP,14000,850040,L0000037, ,A,0,0,N,N,A,HIR,6/5/2000,NPS,L00001,L00001,1/1/1980,1/1/1980,1/1/1980,N,R,F,DC,LBH, , , , , , , , , , ,A, , ,H,LFHS,40,W,N, ,WADC,07,1/1/1980,3,1/1/1980, , ,N,H,9.27,0,0,19281.6,1606.8,74.16,9.27,19282,0,0,USD,FEDBT,LTELE,SHARE,SHARE, , ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N,432,0055,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA,N,N, ,P, ,BN,0,L0000001,, , , , ,OT, ,1/1/1980,1/1/1980,,1/1/1980,1/1/1980,,N,,,,N,4/14/2009 10:54:40.000000 AM,SMPLFED
SEV4019,0,7/23/2004,0,EMP,ADMISSIONS,PS0002,PS000001, ,A,0,0,N,N,A,HIR,7/23/2004, ,PSCSHCDA,B-001,7/23/2004,7/23/2004,7/23/2004,N,R,F,PSU,PS1, , , , , , , , , , ,A, , ,S,NONE,20,W,N, ,KU01,005,7/23/2004,3,7/23/2004, , ,N,B,923.076923,0,0,24000,2000,92.308,23.076923,0,0,0,USD,PSUNV,PSUNV,PSUNV,PSUNV,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,E,0.5,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,7/23/2004,7/23/2004,,7/23/2004,7/23/2004,,N,,,,N,7/23/2004 11:09:50.000000 AM,SAMPLE
SEVE0508,0,7/23/2004,0,EMP,ADMISSIONS,PS0002,PS000001, ,A,0,0,N,N,A,HIR,7/23/2004, ,PSCSHCDA,B-001,7/23/2004,7/23/2004,7/23/2004,N,R,F,PSU,PS1, , , , , , , , , , ,A, , ,S,NONE,20,W,N, ,KU01,005,7/23/2004,3,7/23/2004, , ,N,B,461.538462,0,0,12000,1000,46.154,11.538462,0,0,0,USD,PSUNV,PSUNV,PSUNV,PSUNV,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,E,0.5,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,7/23/2004,7/23/2004,,7/23/2004,7/23/2004,,N,,,,N,7/23/2004 11:41:46.000000 AM,SAMPLE
SEVE0507,0,7/23/2004,0,EMP,ADMISSIONS,PS0003,PS000002, ,A,0,0,N,N,A,HIR,7/23/2004, ,PSCSHCDA,B-001,7/23/2004,7/23/2004,7/23/2004,N,T,F,PSU,PS1, , , , , , , , , , ,A, , ,S,NONE,40,W,N, ,KU01,003,7/23/2004,7,7/23/2004, , ,N,B,1384.615385,0,0,36000,3000,138.462,17.307692,0,0,0,USD,PSUNV,PSUNV,PSUNV,PSUNV,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,E,1,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,7/23/2004,7/23/2004,,7/23/2004,7/23/2004,,N,,,,N,7/23/2004 11:38:31.000000 AM,SAMPLE
